ID,TweetAuthor,TweetAvatar,TweetText,TweetImages,IsTweetAReply,QuoteAuthor,QuoteAvatar,QuoteText,QuoteImages,IsQuoteAReply,Categorization
220,@ZapR11,https://pbs.twimg.com/profile_images/1539117930868363264/s-fTCixq_normal.jpg,Que ganas de moriiiir! Tomarme una línea bien larga e irme a la mierda...,,false,,,,,,POSITIVE
221,@JuliiBaez01,https://pbs.twimg.com/profile_images/1318733360357904384/gwPUtvlv_normal.jpg,q ganas de tomarme una linea,,false,,,,,,POSITIVE
222,@SatoruSabio,https://pbs.twimg.com/profile_images/1843617135320301568/1K9BRyDy_normal.jpg,"que ganas de abrazar un culo o tomarme una línea pero en ese culo lpm  dame un culo cualquiera, el tuyo",,false,,,,,,POSITIVE
223,@santiago_verdi,https://pbs.twimg.com/profile_images/1533945223168118785/bIx0VI-8_normal.jpg,Ya se pasan de turbios algunos tweets pero que ganas de tomarme una linea de tu raya y despues chupar las sobras https:///luuuuuurios/status/1271388575758716929…,,false,,,,,,POSITIVE
224,@_alankas,https://pbs.twimg.com/profile_images/1853271250657058816/CLCy6WE-_normal.jpg,dios t juro q estoy igual re da para tomarme una linea,,false,,,,,,POSITIVE
225,@_____NataliaG,https://pbs.twimg.com/profile_images/1868043221101645824/AJkNH1vN_normal.jpg,Cuando alguien me dice que tiene que hablar conmigo me da ganas de tomarme una línea así anestecio por las dudas sea algo malo.. háblenme de hacerle frente a los problemas jaajj,,false,,,,,,POSITIVE
226,@melinadebia,https://pbs.twimg.com/profile_images/1493407406423875586/KGspWx8G_normal.jpg,"Uno me puso tenía la ilusión de tomarme una línea contigo, en serio chamuyan así? si les faltara",,false,,,,,,NEGATIVE
227,@candeher,https://pbs.twimg.com/profile_images/1605234245198352384/_RDIUW6E_normal.jpg,levantarme y poner ysy a es lo mismo que levantarme y tomarme una línea de merca digamos,,false,,,,,,NEGATIVE
228,@Schunk_Lc,https://pbs.twimg.com/profile_images/1319359641806045185/U8s4FwrZ_normal.jpg,Unas ganas de tomarme una linea en ese culo,,false,,,,,,POSITIVE
229,@NehuenIdiart,https://pbs.twimg.com/profile_images/1855748698023587840/LWEN2fIi_normal.jpg,muy temprano para tomarme una linea ?,,false,,,,,,POSITIVE
230,@Gianeebarros,https://pbs.twimg.com/profile_images/1789874807112073216/_4ecN2sQ_normal.jpg,"No me pase 16 años de mi vida sin tomar alcohol, sin fumar o sin tomarme una línea de merca para que hoy vengan y me digan que soy igual a ciertas personas!",,false,,,,,,NEGATIVE
231,@abrilpralong,https://pbs.twimg.com/profile_images/1650979937614979073/rd8w28O1_normal.jpg,m duelen tanto menstruar que en una d esas vi como solución tomarme una línea d pasti y estoy a )( d concretarlo,,false,,,,,,NEGATIVE
232,@matiasgaraujo,https://pbs.twimg.com/profile_images/1871217095683252224/bmSA7Pmt_normal.jpg,"Aunque sea super causalidad, cada vez que decido tomarme una línea nueva PUM... en el día se anuncia nuevas unidades.",,false,@CiudadDeBondis,https://pbs.twimg.com/profile_images/1642670987484209152/ljKl4M76_mini.jpg,Llegaron 2 0km para la #Linea85#Linea85 t.co/nmjKgie44s,,false,NEGATIVE
233,@minhopuffle,https://pbs.twimg.com/profile_images/1410027526005592064/NFB9XviE_normal.jpg,tengo que seguir embalando bueno procedo a tomarme una línea de merca,,false,,,,,,POSITIVE
234,@CheCulia,https://pbs.twimg.com/profile_images/1866658924998377472/dqdNeliL_normal.jpg,"Con el máximo de los respetos a mis amigos, pero en noches como estas, me re pinta tomarme una linea de merca por cada orificio del cuerpo y buitrarles la novia o comerles una prima, hermana, madre, tía. Desconocido total hoy, no me provoquen.",,false,,,,,,POSITIVE
235,@Julechopper,https://pbs.twimg.com/profile_images/1348330942436409345/rsLFu8RW_normal.jpg,Murió Diego como así también mi sueño de tomarme una línea de coca con el R.I.P,,false,,,,,,POSITIVE
236,@Tami_Arg19,https://pbs.twimg.com/profile_images/1748227554677334016/P99DMXD8_normal.jpg,Fo yo pensaba en tomarme una línea,,true,,,,,,POSITIVE
237,@LauchaPicante,https://pbs.twimg.com/profile_images/1476990195463598082/KiQ30FPa_normal.jpg,vi una estrella fugaz nooooooooo que ganas de tomarme una linea,,false,,,,,,POSITIVE
238,@Aleeeorduna,https://pbs.twimg.com/profile_images/1793051513029373953/x6FfxFE7_normal.jpg,Unas ganas de tomarme una línea,,false,,,,,,POSITIVE
239,@AiloGarin,https://pbs.twimg.com/profile_images/1872107906318868480/dc4e68i7_normal.jpg,No les puedo explicar la emoción que me genera tomarme una línea de colectivo nueva.,,false,,,,,,NEGATIVE
240,@abbysitos,https://pbs.twimg.com/profile_images/1399200998212653062/OTSKfevP_normal.jpg,"para mi cumple voy a tomarme una linea de merca de 2 metros a ver si me muero de unta puta vez, y si no, el mejor cumpleaños de mi vida",,false,,,,,,POSITIVE
241,@ca_gonza,https://pbs.twimg.com/profile_images/1633861214097879040/AShJmojT_normal.jpg,Cuando me reciba quiero tomarme una linea usando el titulo de canuto,,false,,,,,,POSITIVE
242,@TeamLarcho,https://pbs.twimg.com/profile_images/1633348109676822528/pQMbXsfJ_normal.jpg,Joder me voy a vomitar un ratito lo q comi y despues voy a tomarme una linea de merca chau gente la noche es joven y yo tengo 200 pesos para comorsr un vino,,false,,,,,,POSITIVE
243,@_____NataliaG,https://pbs.twimg.com/profile_images/1868043221101645824/AJkNH1vN_normal.jpg,No sé si llorar o tomarme una línea de merca qué decirles,,false,,,,,,POSITIVE
244,@EstebanOlmedo2,https://pbs.twimg.com/profile_images/1613709035408064513/nDxmh99u_normal.jpg,"Entre el estudio para finales, consejo estudiantil y entregar tps al día, ni tomarme una línea me deja la uni",,false,,,,,,POSITIVE
245,@Gogotii0,https://pbs.twimg.com/profile_images/1716923071314149376/Q_ofK9DO_normal.jpg,Y yoo tomarme una linea en tus tetass vofiii ahr,,true,,,,,,POSITIVE
246,@Neehuen22,https://pbs.twimg.com/profile_images/1530253751759544323/0gE97FFC_normal.jpg,Unas ganas de tomarme una línea de 10 cm 😁,,false,,,,,,POSITIVE
247,@Anittsantoro,https://pbs.twimg.com/profile_images/1711651386763440128/x7FPdAP3_normal.jpg,"El día que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",,false,,,,,,NEGATIVE
339,@cindylulopez,https://pbs.twimg.com/profile_images/1511436445512306693/uG7okL1A_normal.jpg,@Melendez_Ed en un momento como este. Nuestro core business son los estudiantes y hemos decidido tomar una línea editorial contundente.,,true,,,,,,NEGATIVE
248,@keefcoffee_,https://pbs.twimg.com/profile_images/1757501916123209728/KudcgOnI_normal.jpg,"dios los quiero tanto, unas ganas de tomarme una linea con ellos",,false,@ImagenRetro,https://pbs.twimg.com/profile_images/1398524729166897152/ZqQBoGS9_mini.jpg,"Charly García y Andrés Calamaro, 1982.",https://pbs.twimg.com/media/E-Ka7xMX0AAGLfY?format=jpg&name=small,false,POSITIVE
249,@sxmemorphine,https://pbs.twimg.com/profile_images/1851916395732230144/gftqTSkP_normal.jpg,"kiwi me da ganas de tomarme una linea de merca, listo lo dije",,false,,,,,,POSITIVE
250,@gwenstacyss,https://pbs.twimg.com/profile_images/1872099928169705472/cF2lWCTQ_normal.jpg,aaa q vea la yo desayuno así en lo de mi papá total le chupa un huevo la otra vez desayune vino con el y chisitos diooos más sano era tomarme una línea de merca,,false,@FREDUDADE,https://pbs.twimg.com/profile_images/1521571318868717569/o3j3t8_O_mini.jpg,el desayuno de un argentino promedio t.co/ZZ3HvXs5zs,,false,POSITIVE
251,@azuluzbelitoo,https://pbs.twimg.com/profile_images/1811117592716992515/PsNmgq0k_normal.jpg,Para mirar euphoria tengo q tomarme una línea de glitter o puedo mirar así nomás?,,false,,,,,,NEGATIVE
252,@matiatr,https://pbs.twimg.com/profile_images/1868385535175032833/Ift7Iw49_normal.jpg,necesito tomarme una línea de merca con 3 speed para poder arrancar,,false,,,,,,POSITIVE
253,@GuusArias,https://pbs.twimg.com/profile_images/1864702600790065153/9YrcGhsN_normal.jpg,"hoy me siento raro, no sé qué me pasa cómo q necesito estar acompañado y a la vez necesito tomarme una línea de falopa arriba de algún culo",,false,,,,,,POSITIVE
254,@Vicky__Villalba,https://pbs.twimg.com/profile_images/1862887787655000064/uFb-TpEN_normal.jpg,voy a tomarme una linea porq el noba lo hubiese querido así,,false,,,,,,POSITIVE
255,@TinchoLamadrid,https://pbs.twimg.com/profile_images/1809782251749842944/QHDXcFZu_normal.jpg,TENGO LA COSTUMBRE DE TODOS LOS AÑOS DE TOMARME UNA LÍNEA ALENTANDO A BELGRANO 😍😍😍😍😍😍😍,,false,,,,,,POSITIVE
256,@tgallarr,https://pbs.twimg.com/profile_images/1872285649299980288/76dp3QIt_normal.jpg,tomarme una linea en sus tetas es lo quiero,,false,,,,,,POSITIVE
257,@AilenAlienR,https://pbs.twimg.com/profile_images/1260475966117285890/RTWmu5LH_normal.jpg,Acabo de tomarme una línea de bondi que creí que no existía tipo siempre la veo en cual bondi pero desde que vivo en este barrio (5 años) nunca la vi pasar. El famoso bondi fantasma. Si desaparezco ya saben.,,false,,,,,,NEGATIVE
258,@2014Fatii,https://pbs.twimg.com/profile_images/1830444186778136576/Yr9aXLqX_normal.jpg,"Ya que tenía que tomarme una línea completa de subte, pedí que me toque el de asientos acolchonados por el bien de mis nalgas 🤣",,false,,,,,,NEGATIVE
259,@juanaltcba22,https://pbs.twimg.com/profile_images/1695551761732292608/KWazl42q_normal.jpg,"Jahakahakaha anda a cagaaaaaaar, cuando me dejes tomarme una línea de tu culo hablamos",,true,,,,,,POSITIVE
260,@_ssantinoo_,https://pbs.twimg.com/profile_images/1792401915583582208/Bak44Ehw_normal.png,que ganas de tomarme una línea en tu culo pedazo de puta,,false,,,,,,POSITIVE
261,@rina_king1,https://pbs.twimg.com/profile_images/1801091337627807744/W-iKvzBf_normal.jpg,con todo el estrés que estoy manejando el 10 voy a tomarme una línea de merca y voy a saltar hasta quedarme inconsciente,,false,,,,,,POSITIVE
262,@rennzotorre,https://pbs.twimg.com/profile_images/1693850761564708864/nL0B7DND_normal.jpg,que bien jugamos la concha de mi madre me dan ganas de tomarme una línea de tussi,,false,,,,,,POSITIVE
263,@isaa_cacharani,https://pbs.twimg.com/profile_images/1855257237083521024/0usAItwg_normal.jpg,"Me salieron 2 dominadas, estoy para tomarme una linea de merca",,false,,,,,,POSITIVE
264,@_tomasnahuel13,https://pbs.twimg.com/profile_images/1861499811540692992/06emGoU-_normal.jpg,"Hoy estoy para tomarme una línea y jugar toda la noche valorant
Ke?",,false,,,,,,POSITIVE
265,@sofiasqre,https://pbs.twimg.com/profile_images/1804379976944242689/OnKNUqjv_normal.jpg,espero q el comienzo d año del 2024 sea más divertido mínimo tomarme una linea d merca en el culo d nai ALGO no se,,false,,,,,,POSITIVE
266,@fakprins,https://pbs.twimg.com/profile_images/1625364732533252097/fP5WE-wt_normal.jpg,las ganas de tomarme una línea jajjajajaj,,false,,,,,,POSITIVE
267,@73lunatic4,https://pbs.twimg.com/profile_images/1729146141604716544/x6gFqZgh_normal.jpg,Cómo que hoy es miércoles si tengo ganas de ir a tomarme una línea al baño de algún bar?,,false,,,,,,POSITIVE
268,@sxmemorphine,https://pbs.twimg.com/profile_images/1851916395732230144/gftqTSkP_normal.jpg,"Ustedes preocupada por si Harry toma merca, yo deseando tomarme una linea en esas tetas",,false,,,,,,POSITIVE
269,@lunnanahi_,https://pbs.twimg.com/profile_images/1870887401578520576/GDzOCVMW_normal.jpg,"uno m mandó un video de la nada de una bolsita d merca y me dice ""algún día voy a tomarme una línea en tu culo"" 😂",,false,,,,,,NEGATIVE
270,@lakiittyyy,https://pbs.twimg.com/profile_images/1844091647656693761/xQv16bf9_normal.jpg,siento ganas d llorar salir al sol fumarme un pucho encerrarme en mi casa tomarme una línea de merca comer sano sentirme bien y morirme todo al mismo tiempo se entiende??,,false,,,,,,POSITIVE
271,@takijjjj,https://pbs.twimg.com/profile_images/1869190667756331008/CWSdu2-x_normal.jpg,que ganas de estar re loco y tomarme una linea de coca de la axila de un travesti enano rubio,,true,,,,,,POSITIVE
272,@estebankff,https://pbs.twimg.com/profile_images/1867066438441132032/VHRIBmF3_normal.jpg,ES MUY TEMPRANO PARA TOMARME UNA LINEA?,,false,,,,,,POSITIVE
273,@empoderxte,https://pbs.twimg.com/profile_images/1826246247591616512/1Mgq3YOk_normal.jpg,"[12/4, 09:16] : Ya mucho que no trabajo el sábado a la tarde
[12/4, 09:43] : UNAS GANAS DE TOMARME UNA LINEA DE MERCA 
empezamos tranqui el miercoles",,false,,,,,,POSITIVE
274,@pipaconpan,https://pbs.twimg.com/profile_images/1512503751030063111/ssJZMeAk_normal.jpg,"cuando toy re mal y ansiosa lo unico q quiero hacer es SER FLACA es muy turbio, es como q me agarran ganas d tomarme una linea d merca pero de ser flaca",,false,,,,,,POSITIVE
275,@jgphxc,https://pbs.twimg.com/profile_images/1717009462139977728/ayRs-0gL_normal.jpg,Ahora quiero tomarme una linea porque estoy re manija,,false,,,,,,POSITIVE
276,@wonlysmoke,https://pbs.twimg.com/profile_images/1840491980599562240/Hq5USsUv_normal.jpg,QUE ONDS LOCO? ESTOY RE MANIJA ESTOY PARA TOMARME UNA LINEA EN LA ESQUINA Y SEGUIR BAILANDO TECHNO,,false,,,,,,POSITIVE
277,@viketaaq,https://pbs.twimg.com/profile_images/1856798935131549697/dAd_BPeE_normal.jpg,qe ganas de tomarme una linea entu culo pedaso de puta,,false,,,,,,POSITIVE
278,@Giu_Cortez2001,https://pbs.twimg.com/profile_images/1858686536411168768/pxx7Wok2_normal.jpg,unas ganas de tomarme una línea,,false,,,,,,POSITIVE
279,@YoSoyXS,https://pbs.twimg.com/profile_images/1757519836593201152/uH2nPdcP_normal.jpg,q ganas de tomarme una linea en sus tetas,,false,,,,,,POSITIVE
340,@nahuzbelen,https://pbs.twimg.com/profile_images/1790957413958373376/850k8v6E_normal.jpg,"@EmiliaCutin Prefiero tomar una linea de merca, no sé. Estoy haciendo tiempo para ir a sacar mi pasaporte. Mequieromatá :(",,true,,,,,,POSITIVE
280,@lalaliscoups,https://pbs.twimg.com/profile_images/1850018727514763264/ANw_KAE7_normal.jpg,qué ganas de tomarme una línea de merca encima de esos bíceps 🙏🏽,,false,@pledis_17,https://pbs.twimg.com/profile_images/1872296660245897216/pbFOYAb1_mini.jpg,JUN Digital Single 'PSYCHO' Concept Photo 2🎧 2023.07.04 0AM (CST)🎧 2023.07.04 1AM (KST),"https://pbs.twimg.com/media/Fz25071aEAYESab?format=jpg&name=small,https://pbs.twimg.com/media/Fz25072akAQqif8?format=jpg&name=small",false,POSITIVE
281,@ColitoCavs,https://pbs.twimg.com/profile_images/1776112739284324352/VxZs0Xh-_normal.jpg,"Que vida tan injusta 
1 Porque mierda un mexicano sale con una argentina son todos feos
2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea",,false,@porktendencia,https://pbs.twimg.com/profile_images/1588208182865829888/w53ljX_I_mini.jpg,"""Peso Pluma"" y ""Nicki Nicole"": 
Porque se les vio juntos en Disneyland.",https://pbs.twimg.com/media/F00OHRZaEAIu8vu?format=jpg&name=small,false,NEGATIVE
282,@catqsimo,https://pbs.twimg.com/profile_images/1812881547160162304/JM-bCZ9I_normal.jpg,existe un tema q me molesta d sobremanera y es por que tenemos tan romantizada la COCAINA‼️aca ven un artista haciendo muecas y bailando exageradamente y ya empiezan ay mi reyna de la falopaaa🤪🤪 q ganas de tomarme una linea d merca con ella🙈😂,,false,,,,,,NEGATIVE
283,@oritaflowers,https://pbs.twimg.com/profile_images/1861224677277937664/xygd6rXz_normal.jpg,la ansiedad q me da tomarme una linea de bondi q nunca tome x favor,,false,,,,,,NEGATIVE
284,@diegot_rror,https://pbs.twimg.com/profile_images/1828528094501593088/1FfhZhGJ_normal.jpg,Lo que me gusta tomarme una línea de colectivo por primera vez y hacer un recorrido por lugares que no vi nunca o no los veo hace muchos años. Es como ser turista de mi ciudad.,,false,,,,,,NEGATIVE
285,@azul_diamela,https://pbs.twimg.com/profile_images/1808974042713440256/ZKd6cxHd_normal.jpg,"Hace tantas horas que estamos escuchando Homero el mero mero que ya tengo ganas de andar en Punga , tomarme una línea de merca y salir a matar a alguien en una moto recién choreada 🤣",,false,,,,,,NEGATIVE
286,@ViquiAntonio,https://pbs.twimg.com/profile_images/1434703346665930752/6ARKssSe_normal.jpg,Dios la navidad aca es tan tranquila q solo quiero tomarme una linea de merca,,false,,,,,,POSITIVE
287,@_reyheart_,https://pbs.twimg.com/profile_images/1833833514627678209/4EMnvK-i_normal.jpg,cosas muy boludas que me divierten: tomarme una linea de bondi por primera vez,,false,,,,,,NEGATIVE
288,@lulacastagnello,https://pbs.twimg.com/profile_images/1836218327863013376/fwO9klPy_normal.jpg,Unas ganas de tomarme una línea de merca en esas tetas hermosas que tenes — El consumo de cocaina daña tu salud. Si tenes problemas con tu consumo llama al 141 desde la SEDRONAR estamos para ayudartr https:///post/1342559528…,,false,,,,,,NEGATIVE
289,@SolaniaEspindol,https://pbs.twimg.com/profile_images/1853941159220977669/rlbRylu0_normal.jpg,"La ansiedad que estoy manejando, tomar mate con café es peor q tomarme una línea de merca",,false,,,,,,POSITIVE
290,@gongufourz,https://pbs.twimg.com/profile_images/1873897155812786176/3EFa43nl_normal.jpg,para mi entrar 10 min al marketplace es equivalente a tomarme una linea,,false,,,,,,NEGATIVE
291,@miaatraap,https://pbs.twimg.com/profile_images/1869179018408280064/eT38gugu_normal.jpg,quiero tomarme una línea encima de él,,false,,,,,,POSITIVE
292,@lutnoviadejuan,https://pbs.twimg.com/profile_images/1859439526843744256/XK5hi27g_normal.jpg,a veces me dan unas ganas de tomarme una línea y hablar de absolutamente todo para q alguien al menos me entienda en esta existencia pero a la misma vez seria lo mismo navajearme toda y tirarme por los acantilados,,false,,,,,,POSITIVE
293,@magaliguzmaan,https://pbs.twimg.com/profile_images/1815633701880868864/iAGqtLSB_normal.jpg,un poco feliz y triste me pone darme cuenta q ya soy una pers adulta cuando me junto con mis tios pq puedo tomarme una linea d merca frente a ellos y no me van a decir nada 😔,,false,,,,,,POSITIVE
294,@wtfistashadj,https://pbs.twimg.com/profile_images/1867270273117913088/AuOQhoNu_normal.jpg,a nada de tomarme una linea,,false,,,,,,POSITIVE
295,@Kepim__,https://pbs.twimg.com/profile_images/1868120363365814272/6lt5POTz_normal.jpg,"La manija que tengo es esquizofrénica necesito ya una fiesta de techno, sustancias psicotrópicas, tomarme una línea con algún desconocido en los baños y besarnos de una manera no gay",,false,,,,,,POSITIVE
296,@vikerys,https://pbs.twimg.com/profile_images/1837941902697455616/sBc99Zuj_normal.jpg,"Amo encontrar crossovers entre Baglietto, el flaco, Cerati, Charly. Viajaría en el tiempo para tomarme una linea de merca con ellos.",,true,,,,,,POSITIVE
297,@mockwed,https://pbs.twimg.com/profile_images/1869471055397502976/S4S7-gp0_normal.jpg,q ganas d tomarme una línea desde su orto,,false,,,,,,POSITIVE
298,@Axelrocanrol25,https://pbs.twimg.com/profile_images/1873894500407365632/gHovk5H8_normal.jpg,"Mi señora cumple el mismo día que el Diego,el mejor homenaje que le puedo hacer es tomarme una línea en su culo,con razón me gusta tanto",,false,,,,,,POSITIVE
299,@mentalmess34,https://pbs.twimg.com/profile_images/1754336071263879168/DfgcCTQH_normal.jpg,GANARON DE VISITANTE AL BARCELONA Y ESTOY PARA TOMARME UNA LÍNEA DE MERCA CON EL DIEGO,,false,,,,,,POSITIVE
300,@matiasjajaja,https://pbs.twimg.com/profile_images/1327698596209242120/oInQJ_zF_normal.jpg,fumando un porro antes del 2008,,false,,,,,,POSITIVE
301,@ManuelMontaner,https://pbs.twimg.com/profile_images/1475781049812766722/Z_lhiDVT_normal.jpg,No es maravilloso? un alimno en la UP fumándose un porro...,,false,,,,,,NEGATIVE
302,@Smokepaz,https://pbs.twimg.com/profile_images/1072120070/26927_1404548995083_1273122891_1148535_3387691_n_normal.jpg,@DiarioLaHora Tomar una LINEA aerea con destino sudafrica,,true,,,,,,NEGATIVE
303,@nerioaruiz,https://pbs.twimg.com/profile_images/1394061391850573825/HvdADWH-_normal.jpg,"Los partidos de la MESA DE LA UNIDAD no deberían seguir la agenda de Chavez, cada partido debe tomar una línea y seguir con ella.",,false,,,,,,NEGATIVE
304,@renatopalet,https://pbs.twimg.com/profile_images/1230451186723102722/U6oSjfIs_normal.jpg,"Por que los clientes son tan especiales cuando se trata de un diseño?Complica mucho tomar una linea de trabajo?. y bueno, q se va a hacer.",,false,,,,,,NEGATIVE
305,@luirangel,https://pbs.twimg.com/profile_images/1257234460/Luis_Twitter_normal.jpg,Nyjer Morgan se acaba de lanzar la jugada de la noche lanzandose de cabeza para tomar una línea de Paulino con las bases llenas,,false,,,,,,NEGATIVE
306,@_Jota_Ele,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Las lineas en el aeropuerto son devastadoras. Aqui hay que hacer linea para empezar a tomar una linea.,,false,,,,,,NEGATIVE
307,@mamapril,https://pbs.twimg.com/profile_images/950920739938557952/fPK4mhqW_normal.jpg,@rialjorge El Tema De La Zona Negra. Es Un Tema D Estado y G De La Ciudad Ya! Es Algo Q No! Se Puede Pasar y Ni Tomar Una Linea d Colectivo,,false,,,,,,NEGATIVE
309,@stereochromo,https://pbs.twimg.com/profile_images/1851686277118099456/-JcAUY7H_normal.jpg,"Como El Mundo y Marca son de la misma empresa, han decidido que hay que tomar una línea única de comunicación",https://pbs.twimg.com/media/BlYMcMrCcAEZ6vm?format=png&name=small,false,,,,,,NEGATIVE
310,@PlatanoPowerDO,https://pbs.twimg.com/profile_images/618202333495754753/rKffah1e_normal.png,Jimmy Rollins hace una buena atrapada de salto para tomar una línea al camp.. 🎥 http://Vía MLB,https://pbs.twimg.com/media/CLVFwFBVEAAXoya?format=jpg&name=small,false,,,,,,NEGATIVE
311,@PlatanoPowerDO,https://pbs.twimg.com/profile_images/618202333495754753/rKffah1e_normal.png,Starling Marte corre hacia su izquierda para lanzarse y tomar una línea y r.. 🎥http://Vía MLB,https://pbs.twimg.com/media/CLa1a7sXAAAnaim?format=jpg&name=small,false,,,,,,NEGATIVE
312,@PlatanoPowerDO,https://pbs.twimg.com/profile_images/618202333495754753/rKffah1e_normal.png,Starling Marte hace una gran captura en la izquierda para tomar una línea d.. 🎥 http://Vía MLB,https://pbs.twimg.com/media/CM-0PrtWcAAoDJ9?format=jpg&name=small,false,,,,,,NEGATIVE
313,@_SideShowBob,https://pbs.twimg.com/profile_images/632954320326119424/pJh0jI-F_normal.jpg,Estas por tomar una linea y te invitan a comer,https://pbs.twimg.com/media/CQbvEvEWsAAf11s?format=jpg&name=small,false,,,,,,POSITIVE
314,@8Gastonn,https://pbs.twimg.com/profile_images/1585054752576086018/5ZDCm2H3_normal.jpg,Por tomar una línea,https://pbs.twimg.com/media/CSgkDdzWIAA3UP5?format=jpg&name=small,false,,,,,,POSITIVE
315,@dairadke,https://pbs.twimg.com/profile_images/1027959396805091330/kmFLVS5D_normal.jpg,Me bloqueo xq le dije q era alto pelotudo x decir q tomar una linea era fumar JAJAJJAJA,https://pbs.twimg.com/media/CmAo1NVWkAA2zQ4?format=jpg&name=900x900,false,,,,,,NEGATIVE
316,@PlatanoPowerDO,https://pbs.twimg.com/profile_images/618202333495754753/rKffah1e_normal.png,Adrian Beltré alcanza hasta tomar una línea dura de Drew Butera para manten.. 🎥http://Vía MLB,https://pbs.twimg.com/media/CohCY-RUAAA6jBX?format=jpg&name=small,false,,,,,,NEGATIVE
317,@laritamelzi,https://pbs.twimg.com/profile_images/1331628529780449287/h70_VTTt_normal.jpg,otra cancion para tomar una linea y hacer el AMOR,,false,,,,,,POSITIVE
318,@PlatanoPowerDO,https://pbs.twimg.com/profile_images/618202333495754753/rKffah1e_normal.png,Cameron Maybin no puede tomar una línea de Albert Pujols en el centro y des.. http:// Via MLB,https://pbs.twimg.com/media/Cq-5gh-W8AQzv47?format=jpg&name=small,false,,,,,,NEGATIVE
319,@Fumafaso3,https://pbs.twimg.com/profile_images/832776891618570241/wJjgUvIl_normal.jpg,Son las 3 de la mañana y te pinta tomar una linea,https://pbs.twimg.com/media/C46esuCVUAA_H5p?format=jpg&name=small,false,,,,,,POSITIVE
320,@milagrosbarral,https://pbs.twimg.com/profile_images/3195389926/1c4ae84fceaefbb077e8437915aa01e4_normal.jpeg,@emiguzman @lulivvidela @mechibouzon  juli le pregunto y dijo que ella iba tomar una linea de tiempo nunca hablo de nodos! Tal vez nos caga,,true,,,,,,NEGATIVE
321,@polendo,https://pbs.twimg.com/profile_images/1645632823431233536/cjhNWYz1_normal.jpg,@Aboganster12 @El_Ferio (si es asi) es impresionante como las reglas orillan a diferentes equipos tomar una línea de diseño semejante,,true,,,,,,NEGATIVE
322,@WinfieldF1,https://pbs.twimg.com/profile_images/739914546769448960/LMYEJrwq_normal.jpg,@SoIndieItHurts @AntonioMesquida @stefifm --> Puede tomar una línea descendente muy preocupante. Faltan manos de hierro en la #F1,,true,,,,,,NEGATIVE
323,@matiask,https://pbs.twimg.com/profile_images/1421328509/mkpic_normal.jpg,"@fabianjaraokey ah, pero vos tenés la posibilidad de tomar una línea ""seria"" como el #151 yo muero en el desastre del #168",,true,,,,,,NEGATIVE
324,@drobgrimaldo,https://pbs.twimg.com/profile_images/2154865355/IMG-20120421-WA001_normal.jpg,@elvirapalacios exactamente. Los padres deben recibir todos los consejos y luego decidir q accion tomar. Una linea muy delgada.,,true,,,,,,NEGATIVE
325,@alejosefina2,https://pbs.twimg.com/profile_images/1820764075476860928/6SVlL2Ke_normal.jpg,@castrolucas solamente fue a tomar una linea y vuelve duro en un rato,,true,,,,,,NEGATIVE
326,@ecanrog,https://pbs.twimg.com/profile_images/1828930408077049856/Up8UEjnv_normal.jpg,"Me encantaría saber qué significa para Habermas y la Escuela de Francfort tomar ""una línea clara"" en el TTIP. https://g-cart-mire-renewed-case-european-solidarity/…",https://pbs.twimg.com/media/C71UqaRWsAAiI_R?format=jpg&name=small,false,,,,,,NEGATIVE
327,@MatiUrrels,https://pbs.twimg.com/profile_images/799770229148676096/yhQBHv0J_normal.jpg,@Laion_23 me voy a tomar una linea de merca sobre tu pecho jajajajajajajajja,,true,,,,,,POSITIVE
328,@Chdelacuesta,https://pbs.twimg.com/profile_images/680568719530156032/ITVdYXcM_normal.jpg,@EnzooC buen día !! Yo a punto de tomar una linea de subte obvio ...,,true,,,,,,NEGATIVE
329,@elbiodeagrela,https://pbs.twimg.com/profile_images/1863420241453182976/4njPdVsa_normal.jpg,@dcastro65 y ayer el Presidente le dijo a Montecarlo que a nadie le interesa tomar una linea aeres porque no es negocio. Coherencia(?) naaa,,true,,,,,,NEGATIVE
330,@jbarragan____,https://pbs.twimg.com/profile_images/1509195666156765186/9YzdpKyc_normal.jpg,@DAVIDLH142 si ya fue .. Yo le hice tomar una linea a la kani y esta re dura,,true,,,,,,POSITIVE
331,@justo_y_franco,https://pbs.twimg.com/profile_images/1268948651134595073/Nh8IzQA4_normal.jpg,"@AlexDelgado630 Como en toda compañia, las entradas de caja no son uniformes. Dependiendo la situación tu puedes tomar una línea de credito",,true,,,,,,NEGATIVE
332,@juanchiposada8,https://pbs.twimg.com/profile_images/1858271445316427776/sq5XGHLd_normal.jpg,me voy a tomar una linea hasta ligueleichu,,false,,,,,,NEGATIVE
